danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,track.name,user
0.627,0.575,9,-5.405,1,0.079,0.758,0,0.0538,0.658,138.739,0fPQG0HdLD4y3e70cJSlHf,184541,4,Chiedimi tutto,Jillian
0.443,0.3,7,-10.937,1,0.0318,0.823,3.12e-6,0.37,0.0979,107.747,0umFO12bFqiGMKDDJyHcYT,235533,4,Amorevole,Jillian
0.605,0.472,9,-7.178,0,0.0616,0.688,0,0.103,0.75,69.363,4U2nT27lY9tetn2QzImV9J,192450,4,Biagio adagio,Jillian
0.63,0.419,5,-8.523,0,0.0894,0.531,0,0.137,0.464,81.652,4sSAbPgNn4Yz8McGHURcXa,192103,3,Boccuccia di rosa,Jillian
0.563,0.465,5,-7.826,1,0.159,0.639,0,0.13,0.626,92.171,6zrMl6pV1Y7w9RoaiCFycr,213471,4,Buonasera signorina,Jillian
0.432,0.308,10,-10.222,0,0.0431,0.88,0,0.199,0.217,143.002,0qL0V5SchyrdaXzqtDnnZg,300400,4,Estate,Jillian
0.445,0.382,5,-9.898,1,0.155,0.631,0,0.109,0.269,205.022,4AnVuJ89NuHHbhksm80ePt,239002,4,Quando una ragazza a New Orleans,Jillian
0.378,0.327,3,-12.152,1,0.0457,0.984,0.0137,0.111,0.0696,115.264,6k24YJ2JMImNt4XH7J6qAI,186137,4,Porgi amor,Jillian
0.95,0.564,3,-6.515,0,0.0653,0.0052,0.00544,0.311,0.655,101.771,0n3nvjfzkenuNNYXwsGSw3,200520,4,Hey Sexy Lady,Jillian
0.539,0.749,11,-6.575,0,0.159,0.0345,1.08e-4,0.1,0.624,102.982,05O9qVodp1La8kLp0eJcag,202707,4,Those Days,Jillian
0.852,0.604,0,-4.569,1,0.0642,0.0503,0,0.327,0.667,94.762,0OaunKfsxkgBvPv68jBbmm,227547,4,It Wasn't Me,Jillian
0.852,0.887,2,-4.468,1,0.263,0.244,1.97e-5,0.311,0.787,158.564,3fjrArm9T4UbCNz9BDh6py,246920,4,Boombastic,Jillian
0.753,0.526,10,-5.66,1,0.0799,0.0724,0,0.267,0.675,86.006,3qqUX3dchQwHzpJhRAN85v,230293,4,Strength Of A Woman,Jillian
0.805,0.763,6,-2.955,1,0.0942,0.121,0,0.047,0.82,85.289,2W31oMmNa2wHNyavreExkH,235147,4,Angel,Jillian
0.756,0.939,6,-5.316,1,0.0673,0.00889,7.93e-4,0.339,0.963,124.043,4xxv5THce5roMS1xRzfFqg,185000,4,Feel The Rush,Jillian
0.893,0.577,2,-7.464,1,0.072,0.0182,7.27e-6,0.0719,0.454,102.01,31IdFzk9opyptcfVzF1QyF,265400,4,Don't Ask Her That,Jillian
0.782,0.766,1,-7.319,1,0.0401,0.0279,2.76e-4,0.0678,0.25,101.352,1a80gYFfdeJtBQbdzRwCaf,226667,4,Hope,Jillian
0.734,0.905,1,-5.809,1,0.189,0.29,0,0.114,0.962,173.607,47qJL0QQUae7hfArXizQ9a,224600,4,In The Summertime,Jillian
0.898,0.811,1,-4.617,0,0.258,0.168,0,0.348,0.699,97.677,3XNEGHOjLF9RIXGPUe58UR,213107,4,"Luv Me, Luv Me",Jillian
0.842,0.859,5,-3.766,0,0.0711,0.613,0,0.0413,0.926,124.499,1CXXaSkSjw5SXwLEO8XyZ6,184560,4,Oh Carolina,Jillian
0.871,0.819,2,-5.894,1,0.0444,0.00343,1.5e-4,0.0869,0.192,96.039,31B8yIeq4mP8VaEF76ETuY,214560,4,Ready Fi Di Ride,Jillian
0.78,0.614,2,-8.982,1,0.0719,0.0142,5.46e-6,0.149,0.121,100.018,7LlcgYrED7HbAGeeA3DAno,245933,4,Church Heathen,Jillian
0.764,0.727,6,-6.023,1,0.037,0.0567,9.02e-4,0.0326,0.778,152.915,187QZF3d5b9Hyw0UFFAyj9,217067,4,Leave It To Me,Jillian
0.717,0.603,9,-7.529,0,0.0596,0.115,0,0.0924,0.645,91.008,7rDodO4zmb4f64yodi1nEl,256173,4,Would You Be,Jillian
0.789,0.656,10,-7.574,1,0.0476,0.0894,0,0.0968,0.888,91.999,4TeGhmmR2vhvuRgiiNpnmC,210040,4,Wild 2Nite,Jillian
0.781,0.728,8,-5.722,1,0.0621,0.156,3.57e-5,0.0349,0.867,89.018,2krG3MtbHbojssO2Rroutv,244720,4,Gone With Angels,Jillian
0.763,0.726,1,-6.405,1,0.282,0.259,0,0.0976,0.349,139.059,7floNISpH8VF4z4459Qo18,126346,4,Look At Me!,Jillian
0.428,0.783,1,-10.401,0,0.777,0.793,0,0.528,0.323,72.436,7lEUYEaeA1NC6UiS8ZvbQm,200351,3,The Key to His Heart,Jillian
0.883,0.584,7,-2.102,0,0.0465,0.0392,4.39e-6,0.0869,0.784,144.975,0WgBb7XgdtbUW0GlYel9mH,161067,4,Consideration,Jillian
0.399,0.203,4,-11.649,1,0.0298,0.66,1.63e-4,0.27,0.405,134.202,3cuGpP8vUSC1aq8tjD3J2c,72080,4,James Joint,Jillian
0.619,0.806,3,-4.8,0,0.0483,0.272,0,0.0671,0.877,95,7bmqcI1HQwx1PWwYyZO0lg,253080,4,Kiss It Better,Jillian
0.725,0.534,11,-6.238,1,0.0946,0.0752,0,0.0919,0.558,91.974,32lmL4vQAAotg6MrJnhlQZ,219320,4,Work,Jillian
0.685,0.61,0,-5.221,0,0.0439,0.323,0,0.102,0.323,94.384,6KFaHC9G178beAp7P0Vi5S,186467,3,Desperado,Jillian
0.42,0.466,9,-5.298,1,0.0326,0.0546,0.00389,0.298,0.185,115.004,2OvftP4F7VMMTdfyUx883s,235587,4,Woo,Jillian
0.671,0.314,5,-8.091,0,0.244,0.11,0,0.0825,0.296,110.898,1Tt4sE4pXi57mTD1GCzsqm,191600,4,Needed Me,Jillian
0.509,0.38,7,-7.479,1,0.158,0.547,1.21e-6,0.36,0.249,127.88,4kqxy0SvQ2N34nOJ9ggfMu,133080,4,"Yeah, I Said It",Jillian
0.44,0.803,8,-5.415,1,0.0443,0.199,0.00282,0.0591,0.501,151.777,046irIGshCqu24AjmEWZtr,397093,4,Same Ol’ Mistakes,Jillian
0.53,0.391,10,-9.096,1,0.0286,0.751,6.97e-5,0.187,0.521,82.215,6TTtJwtPEAI7yPHKR3XEKE,202507,4,Never Ending,Jillian
0.292,0.567,3,-4.191,1,0.0416,0.112,1.01e-6,0.119,0.392,153.199,1XrrzhGLErbkiwH5v3xww9,120627,3,Higher,Jillian
0.494,0.17,10,-11.368,1,0.0337,0.895,0,0.139,0.145,80.098,4gFxywaJejXWxo0NjlWzgg,223227,4,Close To You,Jillian
0.894,0.791,2,-4.699,1,0.112,0.0183,0,0.0388,0.583,105.018,5rb9QrpfcKFHM1EUbSIurX,250373,4,Yeah! (feat. Lil Jon & Ludacris),Jillian
0.708,0.235,11,-16.156,0,0.318,0.772,0.00238,0.103,0.169,139.998,5SFTZsHW3HdCp9f1zbzitS,120059,4,Revenge,Jillian
0.742,0.468,1,-6.356,1,0.108,0.162,0.00978,0.337,0.456,78.047,4TaY35s44Bf6OQnRK4R8Y5,253520,4,West Coast,Jillian
0.83,0.828,9,-5.562,0,0.0494,0.0509,0.00824,0.331,0.665,89.905,2NNzvsOFpztTUUzk6rcnPH,206960,4,No Grey,Jillian
0.566,0.777,9,-6.19,0,0.0505,0.622,0.758,0.0985,0.341,134.014,48YPDmhRIQRiusm5uCz5gX,282547,4,$TING,Jillian
0.357,0.238,8,-16.78,0,0.265,0.142,0.0859,0.55,0.494,156.907,1n4jwRVXdkK2U34nBDUKKT,118067,4,BLOOD.,Jillian
0.638,0.523,1,-6.664,1,0.357,0.00454,0,0.0842,0.422,139.913,6HZILIRieu8S0iqY8kIKhj,185947,4,DNA.,Jillian
0.67,0.7,1,-7.893,1,0.196,0.576,5.34e-6,0.226,0.648,69.986,4BHSjbYylfOH5WAGusDyni,160293,4,YAH.,Jillian
0.748,0.705,4,-4.547,0,0.485,0.204,0,0.246,0.483,189.891,1EaKU4dMbesXXd3BrLCtYG,208733,4,ELEMENT.,Jillian
0.746,0.798,0,-8.382,1,0.349,0.137,0,0.139,0.553,109.968,2LTlO3NuNVN70lp2ZbVswF,214827,4,FEEL.,Jillian
0.658,0.535,9,-8.983,0,0.0573,0.0265,0,0.2,0.419,110.684,6SwRhMLwNqEi6alNPVG00n,227360,4,LOYALTY. FEAT. RIHANNA.,Jillian
0.665,0.535,4,-7.056,0,0.0572,0.0786,1.68e-5,0.154,0.37,138.842,6IZvVAP7VPPnsGX6bvgkqg,275253,4,PRIDE.,Jillian
0.678,0.562,3,-9.197,0,0.508,0.193,0,0.104,0.566,94.241,06FCvd7rrRcF3DdvWH5Isp,307880,4,LUST.,Jillian
0.568,0.619,1,-6.899,1,0.414,0.138,1.67e-6,0.11,0.293,170.115,4iYRa2btalAzPZoSYfROqF,254200,4,XXX. FEAT. U2.,Jillian
0.588,0.479,1,-7.039,1,0.281,0.604,7.2e-6,0.527,0.434,150.414,23luOrEVHMfoX0AhfbQuS6,460573,4,FEAR.,Jillian
0.706,0.557,0,-5.8,1,0.0813,0.0347,0,0.276,0.205,132.98,5p3NP9mQblDsVJLdfNZJ3I,248827,4,GOD.,Jillian
0.552,0.731,7,-6.873,1,0.615,0.0536,0,0.258,0.632,174.516,0y9uTzK9cNKSAEHnpeRG8C,248613,4,DUCKWORTH.,Jillian
0.542,0.63,6,-9.41,0,0.0886,0.104,1.57e-5,0.0812,0.164,113.956,7ehH993HyaSs8LjIsOpbGA,234253,4,#icanteven,Jillian
0.491,0.944,4,-2.879,0,0.0558,0.0904,0.565,0.0963,0.493,150.105,0yyyapBjZ9Ek1vcpp3e9bj,238027,4,Everybody's Watching Me (Uh Oh),Jillian
0.382,0.749,7,-5.683,0,0.0379,0.00206,0.687,0.0668,0.0572,151.883,6mAuw7R6u4vlNneuBgnC8K,314827,4,How,Jillian
0.464,0.701,6,-5.693,0,0.0411,0.00892,0.309,0.335,0.356,83.996,7brQHA2CgQpcMBiOlfiXYb,251187,4,Afraid,Jillian
0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,2QjOHCTQ1Jl3zawyYOpxh6,240400,4,Sweater Weather,Jillian
0.49,0.79,5,-4.833,0,0.0699,0.0156,0.00118,0.219,0.285,149.903,6cWpj6c5pNZYEk5KYjNBji,197267,4,Let It Go,Jillian
0.622,0.831,5,-4.819,0,0.0273,0.00102,0.803,0.119,0.363,101.03,4V37tyDu9CtqYshvrgLke4,267853,4,Alleyways,Jillian
0.557,0.845,8,-2.926,0,0.0346,0.0303,0.00851,0.354,0.508,123.997,3vooOYHU0Fi3ViCG7Ozh0Y,259413,4,W.D.Y.W.F.M?,Jillian
0.568,0.871,0,-3.453,1,0.0308,0.0553,0.51,0.303,0.374,119.99,2Kt1XplPBQBsDKQDa6TssB,246493,4,Flawless,Jillian
0.519,0.897,7,-3.167,0,0.0276,0.0071,0.539,0.211,0.335,88.113,4BDnfINTlfJPmLp1UV6CXt,209520,4,Female Robbery,Jillian
0.394,0.855,2,-4.204,1,0.0554,0.0339,0.0132,0.243,0.316,175.902,1NA2NvAgCB4EfcBC8OHfuj,268173,4,Staying Up,Jillian
0.563,0.882,8,-4.152,0,0.0639,0.0297,2.31e-4,0.146,0.469,123.945,4MUvaBckjtNGlxX1IuHDPW,261200,4,Float,Jillian
0.677,0.74,2,-6.528,1,0.0243,0.242,0.0146,0.105,0.679,110.193,2N60TAtXaCbmi7zqdUoW61,237961,4,Marinade,Jillian
0.475,0.824,11,-4.935,0,0.0395,0.0846,0.155,0.136,0.408,117.239,0qb7bl4PDIsVI02UMJpyiC,288014,4,Uptown Folks,Jillian
0.654,0.543,7,-6.939,1,0.0287,0.131,0.744,0.107,0.279,105.021,2Poo4caj1UwCxbKJP5lcD6,271167,4,Fuck Things Up,Jillian
0.553,0.875,0,-4.476,1,0.0249,0.0156,0.0035,0.177,0.546,104.267,1IFEiJuUW4WYfXM9JeyKIL,229237,4,Coyote,Jillian
0.519,0.523,2,-7.406,1,0.0351,0.256,0.629,0.176,0.0566,127.454,1YMXZr6KrGmqKkC6nOa0TG,285888,4,How Many Times,Jillian
0.426,0.728,2,-6.491,1,0.027,0.0167,0.6,0.148,0.319,149.267,6JckISQKS5IwOH4YrFrfIB,270054,4,Stonecutters,Jillian
0.549,0.668,0,-4.483,0,0.0255,0.173,0.0212,0.282,0.0854,104.016,6BoXcNAjYwddyg9oKLpfvv,325827,4,Honey Bones,Jillian
0.863,0.845,10,-4.963,1,0.0357,0.0162,0.826,0.0999,0.805,94.081,19jOzOAp0TbHUsVMYizaQF,187774,4,The Way You Do,Jillian
0.722,0.316,4,-6.774,0,0.0483,0.222,0.918,0.0912,0.694,155.194,68rYjKuMhbrunH0eYastEG,237409,4,Won't Let You Go,Jillian
0.462,0.419,7,-6.434,1,0.0294,0.113,0.409,0.101,0.165,133.978,0uQ4RVpI7Qf3HJ4MaJTqlI,397361,4,Best Girl,Jillian
0.645,0.716,5,-4.028,0,0.203,0.0243,1.16e-6,0.305,0.858,204.291,6C2gwhJkXurBRTV2rFzkoo,223813,4,Goodies (feat. Petey Pablo),Jillian
0.595,0.432,11,-11.113,0,0.0287,0.07,0.0243,0.0683,0.225,114.024,3awYTDIAzCa5za72ITB7El,194507,4,Tiger Smile,Jillian
0.685,0.402,7,-9.227,0,0.0269,0.309,0.462,0.111,0.387,134.089,7yQGEP2D9FcGNHh39lnP83,229507,4,Bridges,Jillian
0.258,0.567,2,-5.761,0,0.0345,0.156,0.118,0.131,0.446,211.417,0K4CmzcNz06StsFaCtChjr,198893,3,Melody,Jillian
0.702,0.453,1,-9.349,0,0.0273,0.264,0.0273,0.196,0.217,99.442,3IsQga7NGLTFczniIAEDCt,217107,3,Bright Like Gold,Jillian
0.226,0.32,3,-11.349,1,0.0298,0.639,0.848,0.11,0.108,94.786,7phlpy5UoDPC0VskCbfxsB,245333,4,You Came To Me,Jillian
0.373,0.357,0,-10.807,1,0.0315,0.797,9.75e-4,0.097,0.0906,121.274,34vJ0gGRXqvLXMTgPROhNs,210623,3,In Love,Jillian
0.677,0.612,2,-10.154,1,0.0345,0.366,0.109,0.194,0.92,87.061,3drrNJneJOCjQHcc9GlnQz,87779,3,Walk,Jillian
0.65,0.312,7,-10.612,1,0.0326,0.506,0.0019,0.28,0.139,115.889,5XAeRKx9SJ9hebSDU4muZs,260618,3,Ready,Jillian
0.495,0.856,0,-5.123,0,0.0311,2.19e-4,0,0.103,0.609,158.024,0ZFBKLOZLIM16RAUb5eomN,154667,4,Bubblegum Bitch,Jillian
0.66,0.689,4,-2.671,0,0.0337,0.0884,0,0.0922,0.427,127.98,5tFMuAw6X2R4NLx97g7n9q,221075,4,Primadonna,Jillian
0.561,0.671,7,-5.582,1,0.0338,0.0154,0,0.171,0.278,124.06,2k4yzd3YejgP3kqOo0FOnS,226200,4,Lies,Jillian
0.484,0.756,9,-5.709,0,0.0605,0.00135,1.55e-6,0.168,0.195,132.722,6LneorXqS0ZjqI94vskRAG,202693,4,Homewrecker,Jillian
0.529,0.8,1,-4.99,0,0.067,0.122,0,0.0704,0.41,143.992,7KDfz5EnLXiPVgSOUWwpre,206987,4,Starring Role,Jillian
0.523,0.73,9,-5.162,0,0.0311,6.93e-4,1.45e-5,0.0675,0.0833,124.043,2nf8ohkhXTo5SRlcugeYBk,216733,4,The State of Dreaming,Jillian
0.529,0.9,9,-4.941,0,0.0426,0.00807,0.00128,0.114,0.479,120.026,5IixEDnbG6pZOy38vkkuvr,226480,4,Power & Control,Jillian
0.588,0.867,10,-3.153,0,0.048,6.97e-4,0,0.0842,0.526,135.984,6k9inPjqEaUPf7jNgur3eE,226560,4,Sex Yeah,Jillian
0.571,0.651,5,-6.26,1,0.0349,0.242,0,0.0938,0.374,121.202,7HSZigV3SjVlKrCfz2iR28,254400,4,Teen Idle,Jillian
0.552,0.669,1,-6.161,1,0.0269,3.14e-4,0,0.113,0.26,119.98,1rdxUkcQLJRQwocz7mWyo7,253787,4,Valley of the Dolls,Jillian
0.538,0.577,3,-7.661,1,0.03,0.00404,0,0.169,0.148,114.051,6S1j8iU5lQRq8vDwjfSmct,241067,4,Hypocrates,Jillian
0.69,0.897,11,-4.696,0,0.0506,0.0142,0,0.108,0.849,140.05,2Ow4Pmi0VOOLvbmJ8V70qo,221493,4,How to Be a Heartbreaker,Jillian
0.692,0.774,11,-4.308,0,0.0327,0.00584,0,0.0467,0.621,125.97,0HtM9aNFkEwd6alO0av3Qq,226963,4,Radioactive,Jillian
0.537,0.636,10,-6.494,1,0.031,0.579,2.32e-5,0.129,0.198,100.06,26jxcJ2O89Zfm5vneRzoVF,367520,4,Fear and Loathing,Jillian
0.559,0.892,11,-5.603,0,0.102,0.00512,0.0124,0.283,0.273,128.012,4qUdC0piwrCoNciVEo1k3d,269459,4,Primadonna - BURNS Remix,Jillian
0.541,0.67,9,-6.071,0,0.198,0.00277,0.0139,0.12,0.0799,127.003,2Al8V6GY753U4sGyapuscV,398879,4,Power & Control - Michael Woods Remix,Jillian
0.668,0.081,0,-17.282,1,0.0366,0.983,0.42,0.114,0.0925,114.358,7oRNU7Tmek0nm2lqyDojoG,160093,3,Beach Baby,Jillian
0.711,0.292,4,-15.523,0,0.037,0.313,0,0.131,0.194,103.951,2M9ro2krNb7nr7HSprkEgo,296800,4,Fast Car,Jillian
0.568,0.122,0,-10.547,1,0.0702,0.826,0.00136,0.0755,0.325,70.775,6BGu9IJlUza0h7YrTWElnD,205973,4,La Vie En Rose - Single Version,Jillian
0.53,0.231,11,-11.261,0,0.0269,0.918,9.28e-5,0.113,0.244,92.348,1qs51W0ncxFfKsmaJ4TOlV,165133,4,Wurzeln,Jillian
0.508,0.788,0,-7.288,0,0.0296,0.233,0.13,0.144,0.586,147.06,0hNhlwnzMLzZSlKGDCuHOo,320467,4,Space Song,Jillian
0.607,0.277,1,-11.625,0,0.163,0.077,3.97e-6,0.068,0.669,209.896,1ecdTZufvS62SLVPZTivYd,215250,3,Lately It Feels Alright,Jillian
0.756,0.468,10,-12.357,1,0.0394,0.761,0.0535,0.178,0.559,118.019,3EZvhNCLA30qUZT2LMDYRL,155500,4,"I Kissed a Girl, and She Kissed Me",Jillian
0.658,0.393,11,-9.96,1,0.0363,0.715,0.209,0.173,0.74,141.037,1qRsC0QNSTXiTvHeeUlN5k,225532,4,Different State of Mind,Jillian
0.935,0.255,1,-11.108,0,0.0532,0.393,3.8e-4,0.0616,0.946,112.017,2cihXN96trWaq3CkQdJG2I,171696,4,Electric U,Jillian
0.747,0.368,8,-8.214,1,0.0416,0.888,0.0087,0.126,0.773,76.008,6b8nz7zFlAeNACOA1lVYG7,217105,4,Hazy Miss Daisy,Jillian
0.74,0.648,10,-4.987,0,0.0324,0.00824,5.95e-4,0.113,0.443,118.004,1mObaffqm7cPSUUbNZuiNJ,230593,4,Rush,Jillian
0.883,0.581,1,-7.287,1,0.0645,0.248,1.46e-4,0.0731,0.0958,119.98,0Ud8Gu7XyqU3jzfsWd9fn3,198500,4,Ridin' Round,Jillian
0.483,0.275,0,-13.609,1,0.0418,0.232,0,0.125,0.31,138.063,4PFiLGx8jAzcAJxwPLUeZ9,240800,3,Cigarettes and Coffee,Jillian
0.793,0.327,9,-12.154,0,0.0358,0.557,5.34e-4,0.688,0.286,125.963,6Ptxi3AvmKT63K6clf7LeU,259173,4,One More Cup of Coffee,Jillian
0.574,0.215,6,-10.8,0,0.0331,0.893,1.14e-4,0.115,0.075,73.948,6CDhzF1gkUa9fVfWUfy6eD,299120,3,Happy,Jillian
0.822,0.791,1,-5.959,0,0.0483,0.00798,5.31e-5,0.0645,0.954,119.977,4i7QbO97jhQWihsVIIQF3s,276500,4,Ridin Round,Jillian
0.561,0.671,7,-5.582,1,0.0338,0.0154,0,0.171,0.278,124.06,64f5bf2jyAkrsucnG9FXot,226200,4,Lies,Jillian
0.41,0.298,3,-11.796,1,0.0473,0.721,0,0.158,0.142,109.651,7Cu2COdH93MnuireuKNiS3,246972,3,Streetcar,Jillian
0.596,0.219,10,-11.148,0,0.149,0.925,0,0.134,0.334,83.096,4JyLFq2mHC8JPFTXHwYPWD,172061,4,Liability,Jillian
0.721,0.616,9,-6.795,0,0.0343,0.677,0.00124,0.0841,0.521,104.955,0X3VdkebZGTuL9sMOMoyHy,208133,4,Obsessions,Jillian
0.706,0.631,6,-4.292,1,0.0381,0.167,4.9099999999999996e-06,0.155,0.603,81.004,00hh0NPClA0PJetfwn4k5R,251111,4,Know What I Want,Jillian
0.738,0.535,2,-5.822,1,0.0472,0.115,0,0.215,0.447,95.03,4atsB8EjUKY1kWg8KVag9h,206526,4,Lottery,Jillian
0.574,0.479,8,-7.776,1,0.0355,0.179,0.0803,0.106,0.303,115.263,2kSb3wYSOV996xA2NSmpck,208854,4,Melting,Jillian
0.613,0.703,5,-4.801,0,0.121,0.259,0.0168,0.36,0.515,150.279,5KCDu7bWD2eXGhVjzBcPDB,192759,3,Call Me,Jillian
0.722,0.675,1,-5.61,0,0.0776,0.873,0.118,0.305,0.506,120.012,6m6R6O2BOZDCNymhJ45spI,212000,4,Loner,Jillian
0.521,0.188,11,-6.301,1,0.0693,0.95,0,0.229,0.469,52.181,34E2yJTGNWElxDetLk4on5,111509,4,Sycamore Tree,Jillian
0.722,0.675,1,-5.61,0,0.0775,0.873,0.118,0.305,0.507,120.012,5MbJXPt3JRtQmMszcagFTV,212000,4,Loner,Jillian
0.679,0.407,9,-7.778,1,0.0302,0.699,0,0.122,0.195,111.814,5dTJMpqiELczVuHJP3OAEu,232600,4,This Town,Jillian
0.389,0.696,5,-5.251,1,0.0402,0.0619,0.43,0.546,0.65,153.245,1oy0UIGzuqIPBkOsjojeJ1,242093,5,Golden Days,Jillian
0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,6b8Be6ljOzmkOmFslEb23P,225983,4,24K Magic,Jillian
0.571,0.539,5,-4.446,0,0.116,0.0208,0,0.125,0.727,202.103,0mBKv9DkYfQHjdMcw2jdyI,186973,4,Chunky,Jillian
0.853,0.871,8,-3.715,1,0.0851,0.0145,6.84e-5,0.198,0.863,124.021,1I6pKIyaBp4OebTGLJpCCC,210053,4,Perm,Jillian
0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,0KKkJNfGyhkQ5aFogxQAPU,206693,4,That's What I Like,Jillian
0.578,0.574,2,-6.209,1,0.0454,0.196,0,0.083,0.301,174.152,0kN8xEmgMW9mh7UmDYHlJP,261240,4,Versace on the Floor,Jillian
0.552,0.733,3,-6.898,0,0.0933,0.0209,0,0.0858,0.643,143.56,2mrZYZGmPFV3QOyYPZ1zsn,198187,4,Straight up & Down,Jillian
0.662,0.705,1,-6.56,0,0.0399,0.0392,2.38e-6,0.105,0.865,159.996,6ObpR8ek44tvWefQRcSo8K,250080,4,Calling All My Lovelies,Jillian
0.741,0.798,5,-5.342,0,0.0718,0.00781,0,0.0232,0.939,104.953,5XMkENs3GfeRza8MfVAhjK,191000,4,Finesse,Jillian
0.587,0.63,2,-6.054,1,0.0311,0.0389,0,0.35,0.433,76.97,0B0tYbVp7pDQAqKDhgMeaL,281827,4,Too Good to Say Goodbye,Jillian
0.638,0.668,2,-3.442,1,0.0259,0.0822,0,0.0815,0.299,113.945,6EThJr4Dq1Y93JspecGU2F,208766,4,Cigarette Daydreams,Jillian
0.52,0.184,0,-13.371,1,0.0299,0.87,0,0.0993,0.257,138.521,2pbxqEYiXJTvFsybGGgSAi,297133,4,Un-Thinkable - I'm Ready,Jillian
0.615,0.658,5,-7.299,1,0.0343,0.096,9.11e-4,0.205,0.293,150.093,3n69hLUdIsSa1WlRmjMZlW,227080,4,Breezeblocks,Jillian
0.21,0.499,2,-9.754,0,0.0485,0.0687,0.00315,0.773,0.108,74.094,40gvh6jP5qxMJuMmF9lG9A,390493,4,Baby Came Home 2 / Valentines,Jillian
0.531,0.642,4,-3.84,1,0.0485,0.0234,0.0159,0.383,0.859,129.302,3xoIf53V5Z3OaImVJPSEmF,163267,4,Love Blood,Jillian
0.359,0.48,5,-10.634,1,0.0349,0.779,0.00328,0.0784,0.283,171.75,4tmwiN9YU7xMjh2hoqcVuI,305981,4,Taro,Jillian
0.397,0.518,4,-7.156,1,0.0327,0.0748,0.00634,0.133,0.262,113.737,5rKor0rlCbaA7j755zhnhb,232567,4,"So Sad, So Sad",Jillian
0.567,0.865,1,-7.401,1,0.0289,0.472,4.37e-4,0.0845,0.421,110.851,4EYltRyO3JytSYuJM4pe6c,348440,3,Take Care,Jillian
0.616,0.671,2,-6.913,1,0.0267,0.00846,0.44,0.258,0.858,127.721,26nDDfG7ySBM7Uy3ozXL3V,240840,4,I Can't Help You,Jillian
0.607,0.63,0,-7.607,1,0.0255,0.00325,0.0176,0.0786,0.73,141.566,20OpwTNO7EaKGE64PQT9Pq,260573,4,Are You With Me Now?,Jillian
0.707,0.549,11,-7.118,1,0.0336,0.568,0.62,0.202,0.462,104.74,3x5M0D6JaVO2xpauV9Q3aA,229360,4,Duke,Jillian
0.493,0.377,0,-10.459,1,0.0295,0.192,0.125,0.224,0.326,73.791,3xhVV8RHq1MOfzINAEasbP,288600,4,I Think I Knew,Jillian
0.368,0.304,2,-11.49,1,0.0366,0.422,0.846,0.0994,0.136,111.693,43heCErwiKWHJ4lYS5RhlC,228267,4,Mirror Me,Jillian
0.289,0.121,5,-14.965,1,0.0386,0.985,0.0222,0.179,0.145,51.416,2Y3iy6XGPyj1OMPhEiLzHB,224240,4,Mug Museum,Jillian
0.868,0.455,2,-8.259,1,0.0308,0.0572,0.00959,0.0666,0.753,106.923,46HW1rrI4NxC4RMxe3W7Mw,278733,4,No God,Jillian
0.489,0.853,9,-5.483,1,0.0262,0.0328,6.79e-4,0.782,0.737,99.093,6mZvQhpINP6U83aEuS4DnT,208413,3,Wild,Jillian
0.581,0.701,4,-6.326,0,0.0328,0.0192,0.00392,0.102,0.581,157.267,6AkPzqyfpMNKYGixFGDnyH,245240,4,Sisters,Jillian
0.409,0.295,9,-10.969,0,0.0299,0.0265,0.767,0.206,0.0629,84.86,64onxQ6sLCORVmNqopRfrd,329973,4,Cuckoo Through The Walls,Jillian
0.691,0.2,1,-23.078,1,0.949,0.642,0,0.121,0.889,105.815,4vyx1VpPUpYEEWx60MWQPr,59827,4,Intro,Jillian
0.74,0.453,5,-7.58,0,0.151,0.264,7.13e-5,0.129,0.514,98.057,4MV4wa3Dke1GMBtk06GMR0,209122,4,Keep On,Jillian
0.66,0.698,5,-6.266,0,0.0467,0.0266,0,0.296,0.396,120.959,2wSQyp6VzUopSFBinRo1iD,235693,4,Distraction,Jillian
0.539,0.841,1,-3.613,1,0.138,0.0319,0,0.0967,0.397,77.079,0bBgXH6mybXjdngxKF5zBE,225080,4,Piece Of Mind,Jillian
0.721,0.593,0,-4.768,0,0.0397,0.275,0,0.0714,0.721,145.025,6krNSTegkvGMmdIUOUEQH1,183280,4,Undercover,Jillian
0.827,0.702,6,-7.264,1,0.267,0.226,5.04e-5,0.158,0.694,130.02,6Dwtha2FtZFoMEBh5GR2sq,191720,4,CRZY,Jillian
0.765,0.638,11,-4.548,0,0.13,0.199,0,0.669,0.626,113.981,39jPNpyS33FFAw6xsFvvmG,227187,4,Personal,Jillian
0.383,0.796,0,-4.772,0,0.23,0.0656,0,0.334,0.377,100.48,6z9FEwAodaaP237VvgZ8QL,235560,4,Not Used To It,Jillian
0.608,0.466,6,-7.268,0,0.286,0.326,0,0.099,0.307,91.947,0wrEpbtamvQTLIjDFkVQSl,200621,4,Everything Is Yours,Jillian
0.497,0.742,8,-2.458,1,0.054,0.028,0.00128,0.217,0.324,172.007,2CsSaYUPI57QaeB90gwzGT,202720,4,Advice,Jillian
